BATHRM,HF_BATHRM,HEAT,AC,BEDRM,AYB,EYB,PRICE,GBA,STYLE,STRUCT,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,USECODE,LANDAREA,WARD,SALEYEAR,RMDL
2,1,Hot Water Rad,1,3,1900.0,1969,848000.0,1360.0,3 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood,2,2,24,1020,Ward 2,2013.0,1
1,0,Warm Cool,1,1,1833.0,1954,635000.0,960.0,2 Story,Semi-Detached,Average,3,Stucco,Built Up,Hardwood,1,1,13,1090,Ward 2,2017.0,1
2,1,Hot Water Rad,1,3,1895.0,1982,1071000.0,2160.0,3 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood/Carp,1,4,11,1080,Ward 2,2013.0,1
2,1,Ht Pump,1,4,1985.0,2002,1065000.0,2163.0,3 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood/Carp,1,3,11,1080,Ward 2,2012.0,1
4,1,Forced Air,1,4,1885.0,1972,1406500.0,2720.0,3 Story,Row Inside,Very Good,4,Common Brick,Built Up,Hardwood,3,0,24,2000,Ward 2,2010.0,1
2,1,Hot Water Rad,1,3,1890.0,1967,1012500.0,1784.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,1,2,11,1473,Ward 2,2013.0,1
2,0,Forced Air,1,4,1890.0,1957,1075000.0,1630.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,2,0,24,1473,Ward 2,2015.0,0
3,0,Forced Air,1,3,1892.0,1972,1231000.0,1724.0,3 Story,Single,Very Good,5,Common Brick,Built Up,Hardwood/Carp,2,2,24,710,Ward 2,2014.0,0
2,1,Forced Air,1,3,1978.0,1992,1325000.0,1260.0,2 Story,Multi,Good Quality,4,Common Brick,Built Up,Hardwood/Carp,2,1,24,944,Ward 2,2017.0,1
3,1,Forced Air,1,4,1890.0,1967,1049000.0,2204.0,2 Story,Row End,Above Average,3,Common Brick,Neopren,Hardwood,2,0,24,1800,Ward 1,2014.0,1
2,0,Forced Air,1,2,1890.0,1957,801600.0,1536.0,2 Story,Row End,Above Average,3,Common Brick,Metal- Sms,Hardwood,1,0,11,1800,Ward 1,2016.0,1
3,1,Hot Water Rad,1,3,1912.0,1967,1065000.0,1624.0,2 Story,Row End,Above Average,4,Common Brick,Built Up,Hardwood,1,2,11,1520,Ward 2,2012.0,1
4,0,Warm Cool,1,3,1914.0,1980,1410000.0,1544.0,3 Story,Row Inside,Above Average,4,Common Brick,Metal- Sms,Hardwood,2,1,24,1473,Ward 2,2017.0,1
3,1,Warm Cool,1,3,1916.0,1967,1250000.0,1516.0,2 Story,Row Inside,Above Average,4,Common Brick,Metal- Sms,Hardwood,2,1,11,1621,Ward 2,2014.0,1
3,1,Warm Cool,1,5,1916.0,1967,1387000.0,1516.0,2 Story,Row Inside,Above Average,5,Common Brick,Metal- Sms,Hardwood,2,0,24,1667,Ward 2,2013.0,1
4,0,Warm Cool,1,8,1900.0,1957,1120160.0,2928.0,2 Story,Row Inside,Above Average,3,Common Brick,Metal- Sms,Hardwood,4,0,23,2200,Ward 2,2016.0,0
2,1,Warm Cool,1,3,1912.0,1957,1050000.0,1260.0,2 Story,Row Inside,Above Average,4,Common Brick,Metal- Sms,Hardwood,2,0,24,1192,Ward 2,2015.0,1
1,0,Hot Water Rad,0,2,1912.0,1950,499000.0,800.0,2 Story,Row Inside,Above Average,3,Common Brick,Metal- Sms,Hardwood,1,0,11,600,Ward 2,2010.0,1
3,1,Warm Cool,1,2,1912.0,1967,850000.0,1800.0,2 Story,Row End,Above Average,4,Common Brick,Metal- Sms,Hardwood,1,0,11,1138,Ward 2,2012.0,1
1,1,Warm Cool,1,2,1900.0,1964,737500.0,1376.0,2 Story,Row Inside,Average,4,Common Brick,Metal- Sms,Wood Floor,1,0,11,1562,Ward 6,2014.0,1
4,0,Forced Air,1,4,1900.0,1984,1200000.0,1932.0,2 Story,Row End,Above Average,4,Common Brick,Built Up,Hardwood,1,1,11,895,Ward 6,2018.0,1
4,1,Warm Cool,1,4,1900.0,1964,1050000.0,2392.0,2 Story,Row Inside,Average,4,Common Brick,Built Up,Hardwood,1,0,11,1197,Ward 6,2015.0,1
2,0,Hot Water Rad,1,3,1880.0,1967,830000.0,1336.0,2 Story,Row Inside,Above Average,4,Common Brick,Metal- Sms,Hardwood,1,0,11,982,Ward 6,2015.0,0
1,0,Hot Water Rad,0,3,1881.0,1967,766000.0,1536.0,2 Story,Row End,Above Average,3,Common Brick,Built Up,Hardwood,1,0,11,874,Ward 6,2017.0,0
3,0,Ht Pump,1,3,1900.0,1954,399999.0,984.0,2 Story,Row Inside,Average,4,Stucco Block,Built Up,Hardwood/Carp,1,0,11,1523,Ward 6,2011.0,1
3,0,Forced Air,1,5,1900.0,1972,750000.0,2037.0,3 Story,Row Inside,Very Good,3,Common Brick,Built Up,Hardwood/Carp,2,2,24,847,Ward 6,2013.0,1
2,0,Hot Water Rad,0,3,1900.0,1964,855000.0,1464.0,2 Story,Row Inside,Above Average,3,Common Brick,Built Up,Hardwood/Carp,1,0,11,1549,Ward 1,2018.0,1
1,0,Hot Water Rad,0,3,1900.0,1954,731940.0,1462.0,2 Story,Row Inside,Average,3,Common Brick,Built Up,Hardwood,1,0,11,1635,Ward 1,2018.0,0
2,1,Hot Water Rad,1,3,1890.0,1960,526900.0,1407.0,2 Story,Row End,Good Quality,3,Common Brick,Neopren,Hardwood,2,0,24,750,Ward 1,2010.0,1
2,1,Forced Air,1,3,1912.0,1967,1325000.0,1904.0,2 Story,Row Inside,Above Average,5,Common Brick,Built Up,Hardwood,1,3,11,1900,Ward 6,2017.0,1
2,1,Hot Water Rad,1,4,1900.0,1967,900000.0,2252.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood/Carp,1,1,11,1900,Ward 6,2012.0,1
1,0,Hot Water Rad,0,3,1900.0,1954,835000.0,1496.0,2 Story,Row End,Average,3,Face Brick,Built Up,Hardwood,1,0,11,1758,Ward 6,2015.0,0
1,1,Forced Air,1,2,1900.0,1964,825000.0,1458.0,2 Story,Row End,Average,3,Common Brick,Built Up,Hardwood,1,2,11,453,Ward 6,2018.0,1
2,0,Hot Water Rad,0,3,1880.0,1964,370000.0,888.0,2 Story,Row Inside,Average,3,Common Brick,Metal- Sms,Hardwood,1,0,11,623,Ward 6,2010.0,1
2,1,Forced Air,1,3,1900.0,1967,1230000.0,1704.0,2 Story,Row Inside,Above Average,4,Common Brick,Metal- Sms,Hardwood,1,0,11,1900,Ward 6,2014.0,1
2,1,Forced Air,1,3,1900.0,1967,1400000.0,2305.0,2 Story,Row Inside,Above Average,4,Common Brick,Metal- Sms,Hardwood,1,2,11,1900,Ward 6,2016.0,1
2,1,Forced Air,1,4,1900.0,1987,1375000.0,3140.0,3 Story,Row Inside,Very Good,5,Brick/Stucco,Built Up,Hardwood,1,1,11,1900,Ward 6,2013.0,1
2,1,Forced Air,1,3,2000.0,2006,915000.0,1244.0,3 Story,Row Inside,Good Quality,5,Common Brick,Comp Shingle,Hardwood/Carp,1,1,11,608,Ward 1,2016.0,0
3,1,Ht Pump,1,3,2001.0,2011,1120000.0,1392.0,3 Story,Row Inside,Good Quality,5,Common Brick,Comp Shingle,Hardwood,1,1,11,684,Ward 1,2015.0,0
3,1,Forced Air,1,3,2001.0,2007,879000.0,1832.0,2 Story,Row Inside,Good Quality,5,Brick/Siding,Built Up,Hardwood,1,1,11,608,Ward 1,2013.0,0
2,1,Warm Cool,1,3,2001.0,2007,822500.0,1392.0,2 Story,Row Inside,Good Quality,4,Common Brick,Comp Shingle,Hardwood/Carp,1,1,11,684,Ward 1,2016.0,0
3,1,Forced Air,1,3,2001.0,2007,920000.0,1244.0,2 Story,Row Inside,Good Quality,4,Common Brick,Comp Shingle,Hardwood/Carp,1,1,11,609,Ward 1,2018.0,0
2,1,Warm Cool,1,3,2001.0,2007,875000.0,1244.0,2 Story,Row Inside,Good Quality,4,Common Brick,Comp Shingle,Hardwood/Carp,1,1,11,608,Ward 1,2016.0,0
3,1,Forced Air,1,3,2001.0,2007,915000.0,1380.0,3 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood/Carp,1,1,11,684,Ward 1,2013.0,0
2,2,Forced Air,1,3,2001.0,2007,752250.0,1820.0,2 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood/Carp,1,1,11,608,Ward 1,2012.0,0
2,1,Warm Cool,1,3,2001.0,2007,727000.0,1244.0,2 Story,Row Inside,Good Quality,4,Common Brick,Neopren,Hardwood/Carp,1,1,11,608,Ward 1,2012.0,0
3,1,Warm Cool,1,3,2001.0,2007,992000.0,1244.0,2 Story,Row Inside,Good Quality,5,Common Brick,Neopren,Hardwood,1,1,11,608,Ward 1,2018.0,0
2,1,Warm Cool,1,3,2001.0,2007,877500.0,1244.0,2 Story,Row End,Good Quality,4,Common Brick,Neopren,Hardwood/Carp,1,1,11,656,Ward 1,2014.0,0
2,1,Warm Cool,1,3,2001.0,2011,960000.0,1244.0,2 Story,Row Inside,Good Quality,5,Common Brick,Comp Shingle,Hardwood/Carp,1,1,11,640,Ward 1,2017.0,0
2,0,Water Base Brd,0,2,1900.0,1947,600000.0,990.0,2 Story,Row Inside,Above Average,3,Common Brick,Built Up,Hardwood,1,0,11,797,Ward 1,2014.0,0
2,1,Forced Air,1,2,1900.0,1967,705000.0,990.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,1,1,11,716,Ward 1,2016.0,1
2,1,Forced Air,1,2,1900.0,1980,650000.0,1104.0,2 Story,Row End,Above Average,4,Common Brick,Metal- Sms,Hardwood,3,0,11,675,Ward 1,2015.0,0
2,1,Forced Air,1,2,1900.0,1964,712000.0,892.0,2 Story,Row End,Average,5,Common Brick,Built Up,Hardwood,1,0,11,625,Ward 1,2015.0,1
2,0,Hot Water Rad,0,3,1910.0,1957,675000.0,1350.0,2 Story,Row End,Above Average,3,Common Brick,Built Up,Hardwood,1,0,11,884,Ward 1,2016.0,0
2,1,Warm Cool,1,3,1900.0,1967,675000.0,1468.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood/Carp,2,2,24,1153,Ward 1,2012.0,1
3,1,Forced Air,1,4,1900.0,1969,1225000.0,1516.0,2 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood,2,0,24,1071,Ward 1,2017.0,1
3,1,Forced Air,1,3,1909.0,1967,899000.0,1552.0,2 Story,Multi,Above Average,4,Common Brick,Built Up,Hardwood/Carp,2,0,24,1322,Ward 6,2014.0,1
2,1,Forced Air,1,3,1900.0,1967,650000.0,1024.0,2 Story,Row Inside,Above Average,3,Common Brick,Built Up,Hardwood/Carp,1,0,11,901,Ward 6,2015.0,1
3,1,Forced Air,1,3,1900.0,1970,690000.0,1110.0,2 Story,Row Inside,Average,5,Common Brick,Built Up,Hardwood/Carp,1,1,11,1535,Ward 6,2015.0,1
2,1,Forced Air,1,5,1910.0,1984,930000.0,3051.0,3 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood/Carp,1,1,11,2606,Ward 6,2013.0,1
2,0,Hot Water Rad,0,3,1909.0,1954,203000.0,1440.0,2 Story,Multi,Average,3,Common Brick,Metal- Sms,Hardwood,2,0,23,1302,Ward 6,2012.0,0
2,0,Forced Air,0,2,1909.0,1943,815000.0,1720.0,2 Story,Multi,Average,2,Common Brick,Metal- Sms,Hardwood,2,0,23,1299,Ward 6,2018.0,0
3,1,Forced Air,1,4,1900.0,1987,1350000.0,3196.0,3 Story,Row Inside,Very Good,5,Brick/Stucco,Built Up,Hardwood/Carp,1,2,11,1900,Ward 6,2013.0,1
3,1,Forced Air,1,5,1900.0,1967,560000.0,1950.0,3 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,2,0,24,1596,Ward 6,2010.0,1
3,0,Hot Water Rad,0,3,1900.0,1957,1005000.0,2193.0,3 Story,Row Inside,Above Average,3,Common Brick,Built Up,Hardwood,3,0,24,1596,Ward 6,2017.0,1
2,0,Hot Water Rad,0,4,1900.0,1957,1122000.0,2109.0,3 Story,Row Inside,Above Average,3,Common Brick,Built Up,Hardwood,2,0,24,1596,Ward 6,2017.0,0
3,0,Forced Air,1,4,1900.0,1967,1270000.0,1696.0,3 Story,Row End,Above Average,4,Common Brick,Built Up,Hardwood,2,2,24,728,Ward 6,2016.0,1
2,2,Hot Water Rad,1,3,1900.0,1967,1137500.0,2282.0,3 Story,Row Inside,Above Average,3,Common Brick,Metal- Sms,Hardwood,1,4,11,1717,Ward 6,2015.0,1
1,0,Forced Air,0,3,1900.0,1964,409000.0,696.0,2 Story,Row Inside,Average,4,Common Brick,Built Up,Hardwood,1,0,11,397,Ward 6,2015.0,1
2,0,Forced Air,1,2,1900.0,1954,379000.0,696.0,2 Story,Row Inside,Average,3,Common Brick,Built Up,Hardwood,1,0,11,397,Ward 6,2011.0,1
2,1,Forced Air,1,3,1900.0,1954,650000.0,1482.0,2 Story,Row Inside,Average,4,Common Brick,Built Up,Hardwood,1,0,11,1500,Ward 6,2013.0,1
1,0,Hot Water Rad,0,3,1900.0,1964,730000.0,1648.0,2 Story,Row Inside,Average,4,Common Brick,Metal- Sms,Wood Floor,1,0,11,1800,Ward 6,2015.0,0
3,1,Forced Air,1,3,2001.0,2007,750000.0,1244.0,2 Story,Row Inside,Good Quality,4,Common Brick,Comp Shingle,Hardwood,1,1,11,656,Ward 1,2012.0,1
2,1,Forced Air,1,3,2001.0,2010,715000.0,1244.0,2 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood/Carp,1,1,11,640,Ward 1,2012.0,0
2,1,Warm Cool,1,3,2001.0,2007,710250.0,1244.0,2 Story,Row Inside,Good Quality,5,Common Brick,Comp Shingle,Hardwood/Carp,1,1,11,608,Ward 1,2012.0,0
3,1,Forced Air,1,3,2001.0,2007,850000.0,1244.0,2 Story,Row Inside,Good Quality,5,Common Brick,Built Up,Hardwood,1,1,11,608,Ward 1,2014.0,0
2,1,Warm Cool,1,3,2001.0,2007,692500.0,1244.0,2 Story,Row Inside,Good Quality,5,Common Brick,Comp Shingle,Hardwood,1,1,11,608,Ward 1,2010.0,0
2,1,Forced Air,1,3,2001.0,2007,711000.0,1244.0,3 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood,1,0,11,608,Ward 1,2010.0,0
2,1,Forced Air,1,3,2001.0,2008,1261125.0,1726.0,2 Story,Row End,Very Good,5,Common Brick,Built Up,Hardwood/Carp,1,1,11,874,Ward 1,2014.0,0
2,1,Warm Cool,1,3,2001.0,2007,993000.0,1244.0,2 Story,Row Inside,Good Quality,5,Common Brick,Comp Shingle,Hardwood/Carp,1,1,11,608,Ward 1,2018.0,0
2,1,Forced Air,1,3,2001.0,2007,725000.0,1296.0,3 Story,Row Inside,Good Quality,5,Common Brick,Built Up,Hardwood/Carp,1,1,11,608,Ward 1,2012.0,0
2,1,Forced Air,1,3,2001.0,2011,910000.0,1392.0,2 Story,Row Inside,Good Quality,5,Common Brick,Comp Shingle,Hardwood/Carp,1,1,11,684,Ward 1,2014.0,1
2,1,Warm Cool,1,3,2001.0,2007,913000.0,1392.0,2 Story,Row Inside,Good Quality,4,Common Brick,Comp Shingle,Hardwood/Carp,1,1,11,684,Ward 1,2015.0,0
3,1,Warm Cool,1,3,2001.0,2007,935000.0,1244.0,2 Story,Row Inside,Good Quality,4,Common Brick,Comp Shingle,Hardwood/Carp,1,1,11,608,Ward 1,2017.0,0
2,1,Warm Cool,1,3,2001.0,2007,706500.0,1244.0,2 Story,Row Inside,Good Quality,5,Common Brick,Comp Shingle,Hardwood,1,1,11,608,Ward 1,2010.0,0
2,1,Forced Air,1,2,2002.0,2006,774555.0,1575.0,3 Story,Row Inside,Average,4,Common Brick,Built Up,Hardwood/Carp,1,1,11,824,Ward 1,2015.0,0
1,1,Forced Air,1,2,1900.0,1967,632000.0,1260.0,2 Story,Row End,Above Average,4,Common Brick,Built Up,Hardwood,1,0,11,816,Ward 1,2014.0,1
1,1,Forced Air,1,3,1900.0,1964,584900.0,1260.0,2 Story,Row Inside,Average,4,Common Brick,Built Up,Hardwood,1,0,11,816,Ward 1,2012.0,1
3,1,Forced Air,1,4,1979.0,1990,1025000.0,1540.0,2 Story,Multi,Average,4,Common Brick,Built Up,Hardwood,2,1,24,3372,Ward 1,2014.0,1
4,1,Forced Air,1,4,2012.0,2012,440000.0,4644.0,3 Story,Row Inside,Very Good,5,Brick Veneer,Built Up,Hardwood,1,0,11,3371,Ward 1,2010.0,0
1,0,Hot Water Rad,0,4,1900.0,1960,622000.0,1292.0,2 Story,Row End,Good Quality,3,Common Brick,Built Up,Hardwood,1,1,11,1125,Ward 1,2012.0,0
4,1,Forced Air,1,5,1885.0,1969,1055000.0,2622.0,3 Story,Row End,Good Quality,4,Common Brick,Built Up,Hardwood/Carp,2,3,11,1816,Ward 1,2011.0,1
3,1,Hot Water Rad,0,3,1885.0,1960,1025000.0,2608.0,3 Story,Row Inside,Good Quality,3,Common Brick,Built Up,Hardwood,1,0,11,1827,Ward 1,2018.0,0
2,1,Forced Air,1,4,1885.0,1969,909000.0,2600.0,3 Story,Row Inside,Good Quality,3,Common Brick,Built Up,Hardwood,1,1,11,1827,Ward 1,2011.0,1
3,1,Forced Air,1,5,1885.0,1969,760000.0,2630.0,3 Story,Row Inside,Good Quality,3,Common Brick,Built Up,Hardwood,1,0,11,1827,Ward 1,2011.0,1
2,0,Hot Water Rad,1,3,1909.0,1954,353500.0,1600.0,2 Story,Row Inside,Average,3,Common Brick,Metal- Sms,Hardwood,1,0,11,1302,Ward 6,2010.0,0
2,1,Forced Air,1,4,1909.0,1964,760000.0,1780.0,2 Story,Row Inside,Average,5,Common Brick,Built Up,Hardwood,1,0,11,1302,Ward 6,2017.0,1
2,0,Hot Water Rad,1,3,1909.0,1954,310000.0,1600.0,2 Story,Row Inside,Average,3,Common Brick,Metal- Sms,Hardwood,1,0,11,1302,Ward 6,2011.0,0
1,1,Forced Air,1,3,1909.0,1964,528000.0,1600.0,2 Story,Row Inside,Average,4,Common Brick,Metal- Sms,Hardwood,1,1,11,1302,Ward 6,2014.0,1
1,1,Warm Cool,1,4,1909.0,1954,450000.0,1600.0,2 Story,Row Inside,Average,3,Common Brick,Metal- Sms,Hardwood,1,1,11,1392,Ward 6,2014.0,0
1,1,Forced Air,1,2,1900.0,1967,520000.0,990.0,2 Story,Row End,Above Average,4,Common Brick,Built Up,Hardwood,1,0,11,1005,Ward 6,2014.0,1
2,1,Forced Air,1,2,1900.0,1964,795000.0,1300.0,2 Story,Semi-Detached,Average,4,Stucco,Metal- Sms,Hardwood,1,0,13,1800,Ward 6,2017.0,1
3,1,Forced Air,1,3,1900.0,1967,875000.0,2898.0,3 Story,Row End,Above Average,4,Vinyl Siding,Built Up,Hardwood,1,2,11,2114,Ward 6,2013.0,1
2,1,Hot Water Rad,0,4,1900.0,1957,1195000.0,1464.0,2 Story,Row End,Above Average,3,Common Brick,Metal- Sms,Hardwood,2,0,24,1567,Ward 6,2017.0,0
2,1,Ht Pump,1,3,1900.0,1964,880000.0,1440.0,2 Story,Row Inside,Average,4,Common Brick,Metal- Sms,Hardwood/Carp,1,0,11,1650,Ward 6,2016.0,1
2,1,Forced Air,1,2,1906.0,1964,625000.0,1100.0,2 Story,Row Inside,Average,4,Brick/Siding,Built Up,Hardwood,1,0,11,1085,Ward 6,2012.0,1
2,1,Forced Air,1,2,1880.0,1959,480000.0,1212.0,2 Story,Row Inside,Fair Quality,4,Vinyl Siding,Built Up,Hardwood,1,2,11,1300,Ward 6,2012.0,1
1,0,Hot Water Rad,1,2,1961.0,1975,607000.0,728.0,2 Story,Row End,Average,3,Vinyl Siding,Built Up,Hardwood,1,1,11,608,Ward 6,2014.0,1
1,0,Forced Air,1,2,1880.0,1964,507000.0,864.0,2 Story,Row Inside,Average,4,Common Brick,Built Up,Hardwood,1,0,11,581,Ward 6,2014.0,0
2,1,Forced Air,1,3,1880.0,1964,981000.0,1856.0,2 Story,Row Inside,Average,4,Vinyl Siding,Built Up,Carpet,1,1,11,1773,Ward 6,2017.0,1
1,1,Hot Water Rad,1,1,1900.0,1943,1200000.0,1808.0,2 Story,Row Inside,Average,2,Brick Veneer,Comp Shingle,Hardwood/Carp,1,0,11,1502,Ward 6,2015.0,0
4,1,Hot Water Rad,1,4,1900.0,1977,875000.0,2034.0,3 Story,Row Inside,Very Good,4,Common Brick,Built Up,Hardwood,2,1,24,703,Ward 2,2010.0,1
3,0,Forced Air,1,5,1900.0,1969,1250000.0,2235.0,3 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood,2,2,24,1213,Ward 2,2016.0,0
3,0,Warm Cool,1,3,1900.0,1969,1045000.0,2352.0,3 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood,4,0,24,884,Ward 2,2013.0,0
2,1,Forced Air,1,3,1890.0,1967,875000.0,1696.0,2 Story,Row End,Above Average,5,Common Brick,Built Up,Hardwood,1,2,11,1574,Ward 2,2011.0,1
3,0,Hot Water Rad,1,2,1860.0,1967,1180000.0,1705.0,2 Story,Row End,Above Average,5,Wood Siding,Built Up,Hardwood,1,0,11,1302,Ward 2,2015.0,1
4,0,Warm Cool,1,8,1885.0,1969,670000.0,2630.0,3 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood,2,0,24,1827,Ward 1,2010.0,1
2,1,Forced Air,1,5,1895.0,1969,1050000.0,2495.0,3 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood,1,0,11,1547,Ward 1,2014.0,0
3,1,Forced Air,1,4,1895.0,1975,995000.0,2686.0,3 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood/Carp,1,1,11,1547,Ward 1,2011.0,1
4,1,Hot Water Rad,0,4,1890.0,1960,780000.0,3468.0,3 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood,2,1,11,2400,Ward 6,2012.0,1
2,1,Ht Pump,1,3,1894.0,1957,785000.0,1787.0,2 Story,Row Inside,Above Average,3,Common Brick,Neopren,Hardwood,1,0,11,1618,Ward 6,2016.0,0
2,1,Hot Water Rad,1,3,1890.0,1967,570000.0,2166.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,1,1,11,1249,Ward 6,2011.0,1
3,1,Forced Air,1,3,1913.0,1969,935000.0,1800.0,2 Story,Row Inside,Good Quality,4,Common Brick,Metal- Sms,Hardwood/Carp,2,0,24,1587,Ward 6,2015.0,1
1,0,Hot Water Rad,0,3,1900.0,1960,901530.0,2764.0,2 Story,Row End,Good Quality,1,Common Brick,Built Up,Hardwood,1,0,11,3962,Ward 6,2016.0,0
2,1,Forced Air,1,2,1900.0,1986,1060000.0,1508.0,2 Story,Row Inside,Good Quality,4,Vinyl Siding,Built Up,Hardwood,1,1,11,1289,Ward 6,2017.0,1
3,1,Forced Air,1,4,1900.0,1969,890000.0,2550.0,3 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood,1,2,11,1474,Ward 6,2012.0,1
3,1,Forced Air,1,3,1900.0,1984,1292500.0,2182.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,2,1,24,1745,Ward 6,2014.0,1
2,1,Forced Air,1,3,1900.0,1964,818000.0,1191.0,2 Story,Row Inside,Average,4,Stone/Stucco,Built Up,Hardwood/Carp,1,0,11,1538,Ward 6,2018.0,1
1,0,Hot Water Rad,0,2,1900.0,1954,635000.0,1319.0,2 Story,Row Inside,Average,3,Common Brick,Built Up,Hardwood,1,0,11,1229,Ward 6,2015.0,0
2,1,Warm Cool,1,4,2001.0,2008,694500.0,1633.0,2.5 Story Fin,Row Inside,Very Good,4,Common Brick,Comp Shingle,Hardwood,1,1,11,988,Ward 6,2012.0,0
3,1,Warm Cool,1,4,2001.0,2008,920000.0,1615.0,2.5 Story Fin,Row Inside,Very Good,4,Common Brick,Comp Shingle,Hardwood,1,1,11,1013,Ward 6,2017.0,0
3,0,Forced Air,1,3,1889.0,1964,1010000.0,1228.0,2 Story,Row Inside,Average,5,Common Brick,Built Up,Hardwood,1,1,11,1063,Ward 2,2014.0,1
3,1,Forced Air,1,3,1889.0,1970,1250000.0,1009.0,2 Story,Row Inside,Average,5,Common Brick,Metal- Sms,Hardwood,1,1,11,1063,Ward 2,2018.0,1
2,1,Forced Air,1,2,1906.0,1984,880000.0,1450.0,2 Story,Single,Above Average,4,Common Brick,Built Up,Hardwood,1,0,12,1331,Ward 1,2014.0,1
1,1,Warm Cool,1,3,1900.0,1967,825000.0,1226.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,1,0,11,1267,Ward 1,2017.0,1
3,1,Forced Air,1,4,1880.0,1967,1174000.0,2158.0,2 Story,Row Inside,Above Average,4,Brick/Siding,Built Up,Hardwood,1,0,11,1236,Ward 1,2017.0,1
1,1,Forced Air,1,3,1907.0,1984,759000.0,1026.0,2 Story,Row End,Above Average,5,Common Brick,Built Up,Carpet,1,0,11,1902,Ward 1,2011.0,1
2,1,Forced Air,1,2,1900.0,1967,665000.0,1250.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood/Carp,1,0,11,1188,Ward 1,2013.0,1
2,1,Forced Air,1,2,1810.0,1957,787500.0,902.0,2 Story,Semi-Detached,Above Average,3,Vinyl Siding,Built Up,Hardwood,1,0,13,1486,Ward 1,2016.0,1
5,2,Forced Air,1,6,1900.0,1984,1250000.0,2369.0,2 Story,Row End,Above Average,5,Common Brick,Built Up,Hardwood,2,0,24,1505,Ward 1,2012.0,1
2,1,Forced Air,1,2,2012.0,2014,699000.0,1080.0,1 Story,Row End,Above Average,4,Common Brick,Built Up,Hardwood,1,0,11,795,Ward 1,2012.0,1
3,1,Forced Air,1,5,1895.0,1969,1300000.0,2473.0,3 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood,2,1,24,1530,Ward 1,2017.0,1
3,0,Hot Water Rad,1,6,1885.0,1960,625000.0,2571.0,3 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood,2,0,24,990,Ward 1,2010.0,0
4,0,Hot Water Rad,0,4,1885.0,1960,1000000.0,2326.0,3 Story,Row Inside,Good Quality,3,Common Brick,Built Up,Hardwood,4,1,24,1305,Ward 1,2017.0,0
2,1,Forced Air,1,4,1885.0,1969,1240000.0,2221.0,3 Story,Row Inside,Good Quality,5,Common Brick,Built Up,Hardwood,1,1,11,1544,Ward 1,2015.0,1
2,1,Forced Air,1,3,1885.0,1963,895000.0,2076.0,2 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood/Carp,1,0,11,1544,Ward 1,2013.0,0
2,1,Forced Air,1,3,1895.0,1969,1160000.0,1892.0,2 Story,Row Inside,Good Quality,4,Common Brick,Built Up,Hardwood,1,0,11,1417,Ward 1,2017.0,1
3,1,Forced Air,1,3,1880.0,1967,667000.0,1312.0,2 Story,Row Inside,Above Average,4,Common Brick,Built Up,Hardwood,2,1,24,1424,Ward 6,2011.0,1
2,0,Forced Air,1,2,1880.0,1957,772500.0,1610.0,2 Story,Row End,Above Average,4,Stone/Siding,Metal- Sms,Carpet,1,0,11,2334,Ward 6,2015.0,0
2,1,Forced Air,1,3,1880.0,1964,830258.0,832.0,2 Story,Row Inside,Average,4,Common Brick,Built Up,Hardwood,2,0,24,1167,Ward 6,2017.0,1
1,0,Hot Water Rad,0,3,1911.0,1960,750000.0,2350.0,2 Story,Row Inside,Good Quality,3,Common Brick,Built Up,Hardwood/Carp,1,0,11,2000,Ward 6,2017.0,0
