BATHRM,HF_BATHRM,HEAT,AC,BEDRM,AYB,EYB,PRICE,GBA,STYLE,STRUCT,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,USECODE,LANDAREA,WARD,SALEYEAR,RMDL
1,1,Hot Water Rad,0,3,1935.0,1969,736450.0,1586.0,2 Story,Single,Good Quality,3,Common Brick,Slate,Hardwood,1,1,12,4558,Ward 3,2010.0,1
2,0,Hot Water Rad,1,4,1936.0,1969,875000.0,1200.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood/Carp,2,1,12,2848,Ward 3,2017.0,1
3,0,Hot Water Rad,1,3,1936.0,1969,1106000.0,1320.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood/Carp,1,2,12,2848,Ward 3,2018.0,0
1,1,Warm Cool,1,2,1940.0,1969,799000.0,1280.0,2 Story,Single,Good Quality,4,Brick/Siding,Comp Shingle,Hardwood,1,1,12,2805,Ward 3,2016.0,1
3,0,Forced Air,1,5,1936.0,1969,915000.0,1560.0,2.5 Story Fin,Single,Good Quality,4,Common Brick,Comp Shingle,Hardwood,2,1,12,3400,Ward 3,2015.0,1
2,1,Warm Cool,1,3,1953.0,1968,875000.0,2012.0,1 Story,Single,Good Quality,3,Common Brick,Comp Shingle,Hardwood/Carp,1,1,12,6600,Ward 3,2014.0,0
3,0,Forced Air,1,4,1954.0,1977,934998.0,1853.0,1 Story,Single,Good Quality,4,Common Brick,Comp Shingle,Hardwood,1,1,12,6482,Ward 3,2013.0,1
3,0,Warm Cool,1,3,1955.0,1970,1050000.0,1645.0,Split Level,Single,Good Quality,3,Common Brick,Comp Shingle,Hardwood,1,1,12,10553,Ward 3,2015.0,0
2,1,Warm Cool,1,3,1955.0,1977,998000.0,1589.0,1 Story,Single,Good Quality,4,Common Brick,Comp Shingle,Hardwood,1,1,12,8022,Ward 3,2017.0,0
3,1,Warm Cool,1,4,1941.0,1972,1325000.0,2078.0,2 Story,Single,Very Good,5,Common Brick,Slate,Hardwood,1,2,12,5333,Ward 3,2018.0,1
3,1,Warm Cool,1,5,1940.0,1963,1077500.0,2316.0,2 Story,Single,Very Good,4,Common Brick,Slate,Hardwood,1,1,12,5333,Ward 3,2013.0,1
3,2,Warm Cool,1,4,1941.0,1972,1304000.0,2736.0,2 Story,Single,Very Good,4,Common Brick,Slate,Hardwood,1,2,12,6399,Ward 3,2011.0,1
3,1,Warm Cool,1,3,1941.0,1972,1195000.0,2067.0,2 Story,Single,Very Good,4,Common Brick,Slate,Hardwood,1,1,12,5499,Ward 3,2014.0,0
3,1,Forced Air,1,4,1941.0,1987,1381000.0,2112.0,2 Story,Single,Very Good,5,Common Brick,Slate,Hardwood,1,1,12,5499,Ward 3,2017.0,1
2,2,Warm Cool,1,3,1942.0,1972,1275000.0,1770.0,2 Story,Single,Very Good,5,Common Brick,Slate,Hardwood,1,1,12,4583,Ward 3,2014.0,1
2,1,Hot Water Rad,1,4,1937.0,1972,1310000.0,2195.0,1.5 Story Fin,Single,Very Good,4,Common Brick,Slate,Hardwood,2,1,12,4284,Ward 3,2016.0,0
2,1,Forced Air,1,3,1937.0,1963,975000.0,1624.0,2 Story,Single,Very Good,4,Common Brick,Slate,Hardwood,1,1,12,5100,Ward 3,2014.0,0
3,0,Warm Cool,1,4,1940.0,1986,1125000.0,1671.0,1.5 Story Fin,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,5100,Ward 3,2015.0,0
3,1,Warm Cool,1,3,1940.0,1970,1157500.0,2345.0,2.5 Story Fin,Single,Very Good,4,Common Brick,Slate,Hardwood,1,1,12,5100,Ward 3,2017.0,1
4,1,Warm Cool,1,5,1940.0,1972,1400000.0,2292.0,2 Story,Single,Very Good,4,Common Brick,Slate,Hardwood,1,2,12,5100,Ward 3,2017.0,1
2,2,Warm Cool,1,3,1940.0,1978,1250000.0,2885.0,1.5 Story Fin,Single,Excellent,4,Stone,Slate,Hardwood,1,1,12,4456,Ward 3,2010.0,1
3,0,Warm Cool,1,3,1941.0,1969,1087500.0,1576.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,5100,Ward 3,2016.0,1
2,0,Warm Cool,1,3,1939.0,1969,830000.0,1248.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,2850,Ward 3,2012.0,1
2,1,Warm Cool,1,3,1940.0,1969,715000.0,1232.0,2 Story,Single,Good Quality,3,Common Brick,Slate,Hardwood,2,1,12,2850,Ward 3,2011.0,0
2,0,Warm Cool,1,3,1939.0,1969,803000.0,1112.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,2972,Ward 3,2013.0,1
2,0,Hot Water Rad,1,3,1939.0,1969,770000.0,1120.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,2972,Ward 3,2012.0,0
2,2,Warm Cool,1,3,1979.0,1997,800000.0,1890.0,3 Story,Row Inside,Superior,3,Common Brick,Comp Shingle,Hardwood,1,1,11,888,Ward 3,2012.0,1
3,1,Warm Cool,1,3,1979.0,2000,920000.0,1890.0,3 Story,Row Inside,Superior,3,Common Brick,Comp Shingle,Hardwood/Carp,1,2,11,984,Ward 3,2018.0,1
3,2,Warm Cool,1,3,1979.0,2000,916000.0,2020.0,3 Story,Row End,Superior,3,Common Brick,Comp Shingle,Hardwood,1,1,11,1057,Ward 3,2012.0,0
4,1,Warm Cool,1,2,1979.0,2000,995000.0,2020.0,3 Story,Row End,Superior,3,Common Brick,Comp Shingle,Hardwood,1,1,11,1003,Ward 3,2011.0,1
3,0,Warm Cool,1,4,1979.0,2000,1050000.0,2106.0,3 Story,Row Inside,Superior,4,Common Brick,Comp Shingle,Hardwood,2,1,11,960,Ward 3,2016.0,0
2,2,Warm Cool,1,3,1979.0,2000,865000.0,2106.0,3 Story,Row Inside,Superior,3,Common Brick,Comp Shingle,Hardwood,1,1,11,960,Ward 3,2012.0,1
3,1,Warm Cool,1,3,1980.0,2000,865000.0,2106.0,3 Story,Row Inside,Superior,3,Common Brick,Comp Shingle,Hardwood,1,1,11,948,Ward 3,2011.0,1
2,2,Warm Cool,1,3,1980.0,2000,985000.0,2052.0,3 Story,Row Inside,Superior,4,Common Brick,Comp Shingle,Hardwood,1,1,11,936,Ward 3,2017.0,0
2,2,Warm Cool,1,3,1979.0,1996,875000.0,2030.0,3 Story,Row End,Superior,3,Common Brick,Comp Shingle,Hardwood,1,1,11,1111,Ward 3,2012.0,0
2,1,Warm Cool,1,4,1979.0,2000,835000.0,1998.0,3 Story,Row End,Superior,3,Common Brick,Comp Shingle,Hardwood/Carp,1,1,11,1045,Ward 3,2011.0,1
3,0,Hot Water Rad,1,4,1935.0,1969,1145000.0,2443.0,2.5 Story Fin,Single,Good Quality,4,Brick/Siding,Slate,Hardwood,1,2,12,4558,Ward 3,2015.0,1
3,0,Hot Water Rad,1,4,1935.0,1969,985000.0,1838.0,2 Story,Single,Good Quality,4,Brick/Siding,Slate,Hardwood,1,1,12,4558,Ward 3,2015.0,0
2,0,Warm Cool,1,3,1935.0,1969,885000.0,1484.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,4558,Ward 3,2013.0,1
3,1,Hot Water Rad,1,4,1936.0,1969,1221000.0,1457.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,4558,Ward 3,2016.0,0
4,0,Hot Water Rad,1,5,1937.0,1969,990500.0,2165.0,2 Story,Single,Good Quality,3,Brick/Siding,Comp Shingle,Hardwood,1,1,12,4558,Ward 3,2011.0,1
3,1,Hot Water Rad,1,4,1937.0,1969,1215000.0,1557.0,1.5 Story Fin,Single,Good Quality,5,Common Brick,Slate,Hardwood,1,1,12,4558,Ward 3,2016.0,1
2,1,Warm Cool,1,4,1941.0,1982,1237500.0,2002.0,2 Story,Single,Good Quality,5,Common Brick,Slate,Hardwood,1,2,12,5469,Ward 3,2015.0,0
3,1,Warm Cool,1,5,1940.0,1969,1213500.0,2191.0,2 Story,Single,Good Quality,4,Brick/Siding,Slate,Hardwood,1,1,12,5469,Ward 3,2013.0,0
3,0,Hot Water Rad,1,3,1925.0,1967,941500.0,1299.0,1.5 Story Fin,Single,Above Average,4,Wood Siding,Comp Shingle,Hardwood,2,0,12,3254,Ward 3,2018.0,1
4,1,Warm Cool,1,4,1985.0,2006,1027000.0,2044.0,3 Story,Row Inside,Superior,4,Common Brick,Comp Shingle,Hardwood,1,1,11,1080,Ward 3,2015.0,0
4,1,Warm Cool,1,3,1985.0,2003,982500.0,2032.0,3 Story,Row Inside,Superior,4,Common Brick,Comp Shingle,Hardwood,1,1,11,1200,Ward 3,2012.0,1
2,1,Warm Cool,1,3,1939.0,1969,936000.0,1369.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,3646,Ward 3,2016.0,0
3,1,Warm Cool,1,4,1941.0,1969,1280000.0,2133.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,2,12,4000,Ward 3,2017.0,1
1,1,Forced Air,1,3,1939.0,1969,750000.0,1388.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,3646,Ward 3,2011.0,1
2,0,Forced Air,1,4,1938.0,1969,830000.0,1362.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,3646,Ward 3,2015.0,0
3,1,Forced Air,1,4,1940.0,1984,1395000.0,2995.0,2.5 Story Fin,Single,Very Good,4,Common Brick,Slate,Wood Floor,1,2,12,5000,Ward 3,2017.0,1
2,0,Warm Cool,1,3,1939.0,1969,777000.0,1512.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,3646,Ward 3,2011.0,1
2,1,Warm Cool,1,3,1963.0,1976,760000.0,1458.0,1 Story,Single,Good Quality,4,Common Brick,Comp Shingle,Hardwood,1,1,12,3646,Ward 3,2014.0,0
2,2,Warm Cool,1,3,1940.0,1969,860000.0,1672.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,3627,Ward 3,2010.0,0
2,0,Forced Air,1,3,1937.0,1972,880000.0,1232.0,2 Story,Single,Very Good,4,Brick/Siding,Slate,Hardwood,1,1,12,3850,Ward 3,2016.0,0
3,2,Warm Cool,1,4,1981.0,2001,1110000.0,1998.0,3 Story,Row Inside,Superior,4,Common Brick,Comp Shingle,Hardwood,1,1,11,972,Ward 3,2016.0,0
3,2,Warm Cool,1,4,1981.0,2001,1065000.0,1998.0,3 Story,Row Inside,Superior,4,Common Brick,Comp Shingle,Hardwood,1,1,11,984,Ward 3,2015.0,0
3,1,Warm Cool,1,3,1948.0,1964,1195000.0,2423.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,2,2,12,8125,Ward 3,2014.0,1
3,1,Warm Cool,1,4,1938.0,1972,1150000.0,2448.0,2 Story,Single,Very Good,4,Common Brick,Slate,Hardwood,1,2,12,6000,Ward 3,2012.0,0
2,1,Warm Cool,1,4,1953.0,1968,885000.0,1508.0,2 Story,Single,Good Quality,4,Common Brick,Shake,Hardwood,1,1,12,4740,Ward 3,2017.0,0
2,0,Warm Cool,1,3,1939.0,1969,820000.0,1803.0,2.5 Story Fin,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,4558,Ward 3,2011.0,1
2,1,Forced Air,1,3,1947.0,1972,889000.0,1260.0,2 Story,Single,Good Quality,3,Common Brick,Slate,Hardwood,1,1,12,4284,Ward 3,2013.0,0
2,1,Warm Cool,1,4,1947.0,1972,1002000.0,1403.0,2 Story,Single,Good Quality,4,Common Brick,Comp Shingle,Hardwood,2,1,12,4284,Ward 3,2017.0,0
2,1,Hot Water Rad,1,3,1932.0,1969,1102500.0,1982.0,3 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood/Carp,1,3,12,4000,Ward 3,2012.0,1
2,0,Forced Air,1,3,1952.0,1967,941000.0,1196.0,2 Story,Single,Good Quality,3,Common Brick,Comp Shingle,Hardwood,1,1,12,6680,Ward 3,2018.0,0
6,0,Warm Cool,1,7,1927.0,1991,1395000.0,5425.0,2 Story,Single,Excellent,5,Stucco,Comp Shingle,Hardwood,1,1,12,8000,Ward 3,2016.0,1
3,2,Hot Water Rad,1,4,1933.0,1972,1400000.0,2702.0,2.5 Story Fin,Single,Very Good,5,Common Brick,Comp Shingle,Hardwood,1,1,12,6000,Ward 3,2016.0,1
3,1,Warm Cool,1,2,1933.0,1972,1250000.0,2180.0,2 Story,Single,Very Good,4,Common Brick,Slate,Hardwood,1,2,12,13440,Ward 3,2017.0,0
2,1,Hot Water Rad,0,3,1936.0,1960,832500.0,1692.0,2 Story,Single,Good Quality,3,Common Brick,Slate,Hardwood,1,2,12,4000,Ward 3,2015.0,1
2,1,Warm Cool,1,3,1935.0,1963,870000.0,1696.0,2 Story,Single,Good Quality,3,Common Brick,Slate,Hardwood,1,1,12,7680,Ward 3,2015.0,0
2,1,Forced Air,1,4,1936.0,1969,900616.0,1374.0,1.5 Story Fin,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,4500,Ward 3,2010.0,1
2,0,Warm Cool,1,3,1938.0,1972,789000.0,1144.0,2 Story,Single,Very Good,4,Common Brick,Slate,Hardwood,1,1,12,3920,Ward 3,2013.0,0
2,2,Warm Cool,1,3,1940.0,1972,1033000.0,1392.0,2 Story,Single,Very Good,4,Common Brick,Slate,Hardwood,1,1,12,4981,Ward 3,2016.0,1
2,1,Warm Cool,1,3,1935.0,1972,960000.0,1426.0,2 Story,Single,Very Good,3,Common Brick,Slate,Hardwood,1,1,12,5460,Ward 3,2018.0,0
2,0,Forced Air,1,2,1935.0,1972,743000.0,1191.0,1.5 Story Fin,Single,Very Good,3,Common Brick,Slate,Hardwood,2,1,12,5460,Ward 3,2010.0,1
1,2,Warm Cool,1,3,1934.0,1972,989000.0,1524.0,2 Story,Single,Very Good,4,Common Brick,Slate,Hardwood,1,1,12,5460,Ward 3,2017.0,1
2,1,Warm Cool,1,4,1938.0,1969,998500.0,1386.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,3761,Ward 3,2017.0,1
2,1,Warm Cool,1,4,1938.0,1972,817000.0,1575.0,2.5 Story Fin,Single,Very Good,4,Common Brick,Slate,Hardwood,1,1,12,3592,Ward 3,2011.0,0
3,1,Warm Cool,1,5,1955.0,1979,1375000.0,1880.0,2 Story,Single,Very Good,4,Common Brick,Comp Shingle,Hardwood,1,1,12,3750,Ward 3,2017.0,0
2,1,Warm Cool,1,3,1940.0,1963,1136750.0,1880.0,2 Story,Single,Good Quality,5,Common Brick,Slate,Hardwood,1,1,12,6120,Ward 3,2014.0,0
2,1,Warm Cool,1,5,1941.0,1969,1200000.0,2048.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,2,12,6084,Ward 3,2015.0,0
2,1,Warm Cool,1,3,1870.0,1969,1195000.0,2074.0,2.5 Story Fin,Single,Good Quality,5,Wood Siding,Comp Shingle,Hardwood,1,1,12,3371,Ward 3,2016.0,1
2,1,Warm Cool,1,3,1939.0,1969,967500.0,1670.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,4129,Ward 3,2015.0,0
3,0,Warm Cool,1,5,1939.0,1969,1020000.0,2096.0,2 Story,Single,Good Quality,4,Brick/Siding,Slate,Hardwood,1,1,12,4160,Ward 3,2011.0,1
2,0,Warm Cool,1,4,1938.0,1969,858125.0,1296.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,2,1,24,2569,Ward 3,2014.0,1
3,1,Forced Air,1,3,1938.0,1969,775000.0,1576.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood/Carp,1,1,12,2923,Ward 3,2011.0,1
2,1,Warm Cool,1,3,1939.0,1967,1070000.0,1470.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,8497,Ward 3,2018.0,1
2,1,Hot Water Rad,1,3,1936.0,1969,820000.0,1466.0,2 Story,Single,Good Quality,4,Stone/Stucco,Comp Shingle,Hardwood/Carp,1,1,12,3459,Ward 3,2012.0,0
2,1,Warm Cool,1,2,1938.0,1969,752000.0,1320.0,2 Story,Single,Good Quality,4,Common Brick,Comp Shingle,Hardwood,1,1,12,4783,Ward 3,2010.0,0
2,1,Warm Cool,1,3,1947.0,1972,825000.0,1394.0,2 Story,Single,Good Quality,4,Common Brick,Comp Shingle,Hardwood,1,1,12,2762,Ward 3,2015.0,0
3,0,Warm Cool,1,4,1951.0,1975,815000.0,1719.0,2 Story,Single,Good Quality,4,Common Brick,Comp Shingle,Hardwood,1,1,12,5000,Ward 3,2011.0,1
1,0,Hot Water Rad,0,2,1931.0,1950,780000.0,973.0,1 Story,Single,Good Quality,4,Stucco,Comp Shingle,Hardwood,1,0,12,4000,Ward 3,2018.0,0
4,0,Hot Water Rad,1,3,1932.0,1972,1250000.0,1761.0,2 Story,Single,Very Good,4,Brick/Stucco,Comp Shingle,Hardwood,1,2,12,7348,Ward 3,2017.0,0
4,0,Warm Cool,1,3,1932.0,1963,1050000.0,1908.0,2 Story,Single,Very Good,4,Common Brick,Comp Shingle,Hardwood,1,1,12,7348,Ward 3,2015.0,0
2,1,Warm Cool,1,3,1939.0,1972,989000.0,1684.0,2 Story,Single,Very Good,3,Common Brick,Slate,Hardwood,1,1,12,4950,Ward 3,2017.0,0
2,1,Warm Cool,1,4,1942.0,1969,932500.0,1910.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,2,12,5751,Ward 3,2010.0,0
2,1,Warm Cool,1,2,1955.0,1970,800000.0,1190.0,Split Level,Single,Good Quality,4,Common Brick,Comp Shingle,Hardwood,1,1,12,2467,Ward 3,2015.0,0
2,1,Forced Air,1,4,1953.0,1974,764000.0,1324.0,2 Story,Semi-Detached,Above Average,4,Common Brick,Built Up,Hardwood,1,0,13,2068,Ward 3,2014.0,0
1,2,Warm Cool,1,3,1953.0,1974,728700.0,1331.0,2 Story,Semi-Detached,Above Average,4,Common Brick,Built Up,Hardwood,1,1,13,2068,Ward 3,2015.0,0
2,1,Warm Cool,1,3,1953.0,1974,800000.0,1331.0,2 Story,Semi-Detached,Above Average,4,Common Brick,Slate,Hardwood,1,0,13,2068,Ward 3,2018.0,0
2,1,Forced Air,0,4,1953.0,1965,500000.0,1331.0,2 Story,Semi-Detached,Above Average,3,Common Brick,Built Up,Hardwood,1,0,13,2068,Ward 3,2010.0,0
1,1,Forced Air,0,3,1953.0,1965,550000.0,1331.0,2 Story,Semi-Detached,Above Average,3,Common Brick,Built Up,Hardwood,1,0,13,2068,Ward 3,2011.0,0
2,1,Warm Cool,1,3,1953.0,1974,825000.0,1386.0,2 Story,Semi-Detached,Above Average,5,Common Brick,Built Up,Wood Floor,2,0,13,2068,Ward 3,2016.0,0
3,0,Hot Water Rad,1,3,1927.0,1969,935000.0,1515.0,2 Story,Semi-Detached,Good Quality,4,Common Brick,Comp Shingle,Hardwood,2,0,13,4239,Ward 3,2018.0,0
2,1,Hot Water Rad,1,3,1936.0,1972,1300000.0,1320.0,2 Story,Single,Very Good,4,Stucco,Slate,Hardwood,1,1,12,6632,Ward 3,2014.0,1
2,1,Forced Air,1,4,1923.0,1972,1200000.0,2066.0,2 Story,Single,Very Good,4,Wood Siding,Comp Shingle,Hardwood,1,2,12,6250,Ward 3,2010.0,1
3,1,Warm Cool,1,4,1941.0,1969,925000.0,2038.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,5100,Ward 3,2012.0,1
3,1,Hot Water Rad,1,3,1940.0,1972,1040000.0,2034.0,2.5 Story Unfin,Single,Very Good,4,Common Brick,Slate,Hardwood,1,1,12,5100,Ward 3,2011.0,1
2,1,Warm Cool,1,3,1940.0,1969,1065000.0,1606.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,5100,Ward 3,2017.0,0
3,1,Warm Cool,1,4,1940.0,1986,1275000.0,2048.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,5100,Ward 3,2016.0,1
3,0,Warm Cool,1,3,1940.0,1969,1144000.0,1826.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,5100,Ward 3,2017.0,0
2,1,Hot Water Rad,1,3,1936.0,1969,977500.0,1656.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,2632,Ward 3,2016.0,0
2,1,Warm Cool,1,3,1940.0,1969,930172.0,1336.0,2 Story,Single,Good Quality,5,Common Brick,Slate,Hardwood,1,1,12,3239,Ward 3,2014.0,0
3,0,Hot Water Rad,1,4,1924.0,1969,927000.0,1648.0,2 Story,Single,Good Quality,4,Wood Siding,Comp Shingle,Hardwood,1,0,12,4120,Ward 3,2016.0,0
2,0,Hot Water Rad,0,4,1926.0,1960,800000.0,1449.0,2 Story,Single,Good Quality,3,Shingle,Comp Shingle,Hardwood,1,1,12,5080,Ward 3,2017.0,0
2,0,Hot Water Rad,1,3,1926.0,1969,879000.0,1470.0,2 Story,Single,Good Quality,3,Stucco,Comp Shingle,Hardwood,1,1,12,5080,Ward 3,2018.0,0
2,0,Hot Water Rad,1,3,1926.0,1969,771000.0,1720.0,2 Story,Single,Good Quality,3,Stucco,Comp Shingle,Hardwood,1,1,12,5068,Ward 3,2012.0,0
2,1,Hot Water Rad,1,3,1923.0,1969,895000.0,1380.0,2 Story,Single,Good Quality,4,Wood Siding,Comp Shingle,Hardwood,1,1,12,3436,Ward 3,2017.0,1
2,0,Warm Cool,1,3,1922.0,1969,780000.0,1080.0,1 Story,Single,Good Quality,4,Stone Veneer,Comp Shingle,Hardwood,1,1,12,4375,Ward 3,2015.0,1
1,0,Warm Cool,1,3,1922.0,1960,740000.0,1302.0,1 Story,Single,Good Quality,3,Wood Siding,Comp Shingle,Hardwood,1,1,12,5625,Ward 3,2014.0,0
1,1,Warm Cool,1,3,1937.0,1972,837000.0,1352.0,2 Story,Single,Very Good,4,Common Brick,Slate,Hardwood,1,1,12,5178,Ward 3,2012.0,0
3,0,Warm Cool,1,3,1937.0,1963,795000.0,1572.0,2 Story,Single,Very Good,3,Common Brick,Slate,Wood Floor,1,1,12,4950,Ward 3,2013.0,0
2,2,Forced Air,1,4,1939.0,1960,995000.0,1740.0,2 Story,Single,Good Quality,3,Common Brick,Slate,Hardwood,1,1,12,4558,Ward 3,2017.0,0
2,1,Warm Cool,1,4,1938.0,1969,1015000.0,2143.0,2.5 Story Fin,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,2,12,4558,Ward 3,2014.0,1
3,1,Warm Cool,1,3,1939.0,1986,1138400.0,1820.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,4558,Ward 3,2016.0,0
3,1,Hot Water Rad,0,3,1937.0,1960,870000.0,1416.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,3581,Ward 3,2013.0,0
2,0,Hot Water Rad,1,3,1938.0,1969,760000.0,1576.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,3580,Ward 3,2011.0,0
3,1,Hot Water Rad,1,4,1938.0,1969,1013000.0,2444.0,2.5 Story Fin,Single,Good Quality,4,Brick/Siding,Slate,Hardwood,1,1,12,3580,Ward 3,2011.0,1
3,0,Hot Water Rad,1,3,1927.0,1969,885000.0,1777.0,2 Story,Semi-Detached,Good Quality,4,Common Brick,Comp Shingle,Hardwood,2,0,13,4239,Ward 3,2017.0,0
3,0,Hot Water Rad,1,3,1927.0,1969,984475.0,1810.0,2.5 Story Fin,Semi-Detached,Good Quality,4,Common Brick,Comp Shingle,Hardwood,1,0,13,4239,Ward 3,2018.0,0
4,1,Warm Cool,1,4,1985.0,1997,1089000.0,2020.0,3 Story,Row End,Superior,3,Common Brick,Comp Shingle,Hardwood,1,1,11,1179,Ward 3,2018.0,0
2,2,Warm Cool,1,3,1985.0,2003,925000.0,1890.0,3 Story,Row Inside,Superior,4,Common Brick,Comp Shingle,Hardwood,1,1,11,978,Ward 3,2014.0,0
4,1,Warm Cool,1,4,1985.0,2003,1050000.0,2064.0,3 Story,Row Inside,Superior,4,Common Brick,Comp Shingle,Hardwood,2,1,11,972,Ward 3,2016.0,0
4,1,Warm Cool,1,3,1985.0,2003,1085000.0,2052.0,3 Story,Row Inside,Superior,4,Common Brick,Comp Shingle,Hardwood,1,1,11,972,Ward 3,2018.0,1
4,1,Warm Cool,1,4,1984.0,2004,1145000.0,2020.0,3 Story,Row End,Superior,4,Common Brick,Comp Shingle,Hardwood,1,1,11,1057,Ward 3,2016.0,0
3,1,Warm Cool,1,3,1984.0,2002,965000.0,2052.0,3 Story,Row Inside,Superior,3,Common Brick,Comp Shingle,Hardwood,1,2,11,1068,Ward 3,2013.0,0
3,2,Warm Cool,1,3,1985.0,2000,880000.0,2032.0,3 Story,Row End,Superior,3,Common Brick,Comp Shingle,Hardwood,1,1,11,1111,Ward 3,2012.0,0
4,1,Warm Cool,1,3,1984.0,2002,930000.0,2020.0,3 Story,Row End,Superior,3,Common Brick,Comp Shingle,Hardwood,1,1,11,1118,Ward 3,2011.0,0
3,2,Warm Cool,1,3,1984.0,2002,895000.0,2052.0,3 Story,Row Inside,Superior,3,Common Brick,Comp Shingle,Hardwood,1,1,11,978,Ward 3,2013.0,0
3,1,Forced Air,1,3,1984.0,2002,1150000.0,2052.0,3 Story,Row Inside,Superior,4,Common Brick,Comp Shingle,Hardwood,1,1,11,978,Ward 3,2017.0,1
3,1,Warm Cool,1,3,1984.0,2002,906000.0,2038.0,3 Story,Row End,Superior,3,Common Brick,Comp Shingle,Hardwood,1,1,11,1149,Ward 3,2011.0,1
3,1,Warm Cool,1,3,1984.0,2002,975000.0,2032.0,3 Story,Row Inside,Superior,4,Common Brick,Comp Shingle,Hardwood,1,1,11,982,Ward 3,2013.0,0
3,0,Warm Cool,1,4,1940.0,1969,835000.0,1974.0,2 Story,Single,Good Quality,3,Common Brick,Slate,Hardwood,1,1,12,4216,Ward 3,2010.0,1
3,1,Warm Cool,1,3,1940.0,1967,900000.0,1672.0,2 Story,Single,Good Quality,4,Common Brick,Slate,Hardwood,1,1,12,3780,Ward 3,2017.0,0
3,2,Warm Cool,1,3,1980.0,2000,895000.0,2020.0,3 Story,Row End,Superior,4,Common Brick,Comp Shingle,Hardwood,1,1,11,1037,Ward 3,2015.0,0
3,2,Warm Cool,1,3,1981.0,2001,865000.0,2020.0,3 Story,Row End,Superior,3,Common Brick,Comp Shingle,Hardwood,1,1,11,1064,Ward 3,2015.0,0
2,1,Warm Cool,1,3,1981.0,2001,1002500.0,1890.0,3 Story,Row End,Superior,4,Common Brick,Comp Shingle,Hardwood,1,1,11,935,Ward 3,2016.0,0
3,1,Warm Cool,1,3,1979.0,1990,685000.0,1332.0,2 Story,Row Inside,Very Good,4,Common Brick,Comp Shingle,Hardwood,1,1,11,960,Ward 3,2011.0,0
3,1,Warm Cool,1,2,1979.0,1994,740000.0,1332.0,2 Story,Row Inside,Very Good,4,Common Brick,Comp Shingle,Hardwood,1,1,11,906,Ward 3,2016.0,0
3,0,Warm Cool,1,2,1979.0,1990,732500.0,1400.0,2 Story,Row End,Very Good,4,Common Brick,Comp Shingle,Wood Floor,1,1,11,962,Ward 3,2011.0,1
3,1,Warm Cool,1,2,1979.0,1994,849950.0,1332.0,2 Story,Row Inside,Very Good,4,Common Brick,Comp Shingle,Wood Floor,1,1,11,876,Ward 3,2015.0,0
2,2,Warm Cool,1,2,1979.0,2000,851000.0,1332.0,2 Story,Row Inside,Very Good,4,Common Brick,Comp Shingle,Hardwood,1,1,11,876,Ward 3,2014.0,1
